...1,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,Location,City/County,region,subregion,large_region,price_per_sq_ft
916,Galleria,1200000,Flat / Apartment,1355,2,29 Laycock Street,London,N1,1UR,central,885.6088560885609
917,Independent Place,725000,House,804,1,Hackney,London,E8,2HE,Middle,901.7412935323383
918,Wildwood Grove,1100000,House,1069,2,Hampstead,London,NW3,7HU,Middle,1028.999064546305
919,Gifford Gardens,1000000,New development,2258,4,NA,London,W7,3AS,Further Outer,442.8697962798937
920,Ternary Place,600000,New development,870,1,Ealing,London,W5,3HJ,Further Outer,689.6551724137931
921,Gloucester Road,695000,Flat / Apartment,537,1,NA,London,SW7,4AU,Middle,1294.2271880819367
922,Gosberton Road,1450000,House,1921,4,NA,London,SW12,8LF,Outer,754.8152004164498
923,Foxbourne Road,699950,Flat / Apartment,902,2,NA,London,SW17,8EN,Outer,775.9977827050998
924,Ravenslea Road,1295000,House,1674,4,Balham,London,SW12,8RT,Outer,773.5961768219832
925,Cranley Gardens,2600000,Flat / Apartment,1500,3,NA,London,SW7,3DD,Middle,1733.3333333333333
926,Crooked Billet,600000,House,570,2,Wimbledon,London,SW19,4RQ,Further Outer,1052.6315789473683
927,Alverstone Avenue,895000,House,900,3,Wimbledon,London,SW19,8BD,Further Outer,994.4444444444445
928,Leopold Road,1160000,Penthouse,1112,2,Wimbledon,London,SW19,7JQ,Further Outer,1043.1654676258993
929,Bloomsbury Place,500000,Flat / Apartment,622,2,NA,London,SW18,2JB,Outer,803.8585209003215
930,Chatham Place,625000,Flat / Apartment,797,2,NA,London,E9,6FJ,Middle,784.1907151819322
931,Mortimer Court,450000,Flat / Apartment,377,1,Abbey Road,London,NW8,9AD,Middle,1193.6339522546418
933,St. Quintin Avenue,899950,Flat / Apartment,1115,3,NA,London,W10,6PB,Outer,807.1300448430493
934,Pembridge Square,1250000,Flat / Apartment,649,1,NA,London,W2,4EH,Middle,1926.040061633282
935,Holland Park Avenue,1650000,Flat / Apartment,1055,2,NA,London,W11,4UE,Middle,1563.9810426540284
936,Stanley Crescent,3450000,Penthouse,1575,2,Notting Hill,London,W11,2NA,Middle,2190.4761904761904
937,Stanley Crescent,2975000,Flat / Apartment,1657,3,NA,London,W11,2NA,Middle,1795.4133977066988
938,Wimpole Mews,2500000,House,1266,3,Marylebone,London,W1,8PE,central,1974.7235387045814
939,Cadogan Gardens,2150000,Flat / Apartment,1064,2,Sloane Square,London,SW3,2RE,Middle,2020.6766917293232
940,Park Mansions,1995000,Flat / Apartment,1053,2,Knightsbridge,London,SW1,7QS,central,1894.5868945868947
941,Pont Street,1700000,Flat / Apartment,1045,2,NA,London,SW1,0AD,central,1626.7942583732058
942,Empire House,2600000,Flat / Apartment,1722,3,Thurloe Place,London,SW7,2RU,Middle,1509.8722415795587
943,Cadogan Gardens,1675000,Flat / Apartment,905,2,NA,London,SW3,2TH,Middle,1850.828729281768
944,Chester Street,1495000,Flat / Apartment,776,1,NA,London,SW1,7BB,central,1926.5463917525774
945,Rutland Gate,2895000,Flat / Apartment,1398,2,NA,London,SW7,1PJ,Middle,2070.815450643777
946,Rutland Gate,1450000,Flat / Apartment,675,1,NA,London,SW7,1BB,Middle,2148.1481481481483
947,Hirst Court,795000,Flat / Apartment,691,1,20 Gatliff Road,London,S1W,8QD,Further Outer,1150.5065123010131
948,Holland Park Avenue,1895000,Flat / Apartment,1522,2,NA,London,W11,3QU,Middle,1245.072273324573
949,Imperial Court,1850000,Flat / Apartment,1480,3,4-10 Lexham Gardens,London,W8,5JH,Middle,1250
950,Campden Hill Gate,3500000,Flat / Apartment,1804,4,Duchess Of Bedford's Walk,London,W8,7QJ,Middle,1940.1330376940134
951,Vicarage Court,450000,Studio,410,0,Vicarage Gate,London,W8,4HF,Middle,1097.560975609756
952,Cornwall Mansions,2895000,Flat / Apartment,1850,3,33 Kensington Court,London,W8,5BG,Middle,1564.8648648648648
953,Campden House,1250000,Flat / Apartment,1317,3,29 Sheffield Terrace,London,W8,7ND,Middle,949.1268033409264
954,Melbury Court,4250000,Flat / Apartment,2713,6,Kensington High Street,London,W8,6NH,Middle,1566.531514928124
955,Lexham Gardens,1300000,Flat / Apartment,1162,2,NA,London,W8,5JR,Middle,1118.7607573149742
956,Thackeray House,1175000,Flat / Apartment,793,2,Thackeray Street,London,W8,5HA,Middle,1481.7150063051702
957,Kensington Church Street,4450000,Penthouse,1894,3,NA,London,W8,7LP,Middle,2349.5248152059135
958,Winchester Court,1550000,Flat / Apartment,923,2,Vicarage Gate,London,W8,4AF,Middle,1679.3066088840737
959,Hornton Street,1300000,Flat / Apartment,914,2,NA,London,W8,7NP,Middle,1422.3194748358862
962,Sheen Gate Gardens,1450000,House,1899,4,East Sheen,London,SW14,7PD,Further Outer,763.5597682991048
963,Ranmere Street,1175000,House,1503,4,NA,London,SW12,9QQ,Outer,781.7697937458416
964,Carlton Drive,795000,New development,823,2,NA,London,SW15,2BS,Further Outer,965.9781287970839
965,Drayton Gardens,4750000,House,3104,6,Chelsea,London,SW10,9RY,Middle,1530.2835051546392
966,Kings Court Mansions,799950,Flat / Apartment,890,2,721 Fulham Road,London,SW6,5PB,Outer,898.8202247191011
967,Lower Mall,650000,Flat / Apartment,743,2,NA,London,W6,9DJ,Outer,874.8317631224764
968,Burns Road,850000,House,1167,3,Battersea,London,SW11,5GX,Middle,728.363324764353
969,Candlemakers Apartments,560000,Flat / Apartment,779,1,Battersea,London,SW11,3RS,Middle,718.8703465982028
970,Tyneham Road,910000,House,960,3,Battersea,London,SW11,5XP,Middle,947.9166666666666
971,Emerson Court,399950,Flat / Apartment,621,1,Wimbledon,London,SW19,7PQ,Further Outer,644.0418679549115
972,Wimbledon Hill Road,465000,Flat / Apartment,592,1,Wimbledon,London,SW19,7QU,Further Outer,785.472972972973
973,Swanage Road,1535000,House,2352,5,NA,London,SW18,2DY,Outer,652.6360544217687
975,Kenilworth Court,1295000,Flat / Apartment,1702,4,Putney,London,SW15,1HA,Further Outer,760.8695652173913
976,Oakhill Road,825000,Flat / Apartment,947,2,Putney,London,SW15,2FJ,Further Outer,871.1721224920802
977,Gloucester Avenue,1195000,Flat / Apartment,879,2,Primrose Hill,London,NW1,8JA,central,1359.4994311717862
978,Regents Park Road,1250000,Flat / Apartment,1061,2,Regent's Park,London,NW1,7SY,central,1178.13383600377
979,Harley Road,1350000,Flat / Apartment,1225,2,NA,London,NW3,3BN,Middle,1102.0408163265306
982,Bromells Road,550000,New development,542,1,NA,London,SW4,0BG,Middle,1014.760147601476
983,Paramount Court,985000,Flat / Apartment,677,2,Bloomsbury,London,WC1,6JP,Further Outer,1454.9483013293943
984,Grosvenor Avenue,530000,Flat / Apartment,482,1,Highbury,London,N5,2NR,Middle,1099.585062240664
985,Alwyne Road,4200000,House,2968,3,Islington,London,N1,2HN,central,1415.0943396226414
986,Lawford Road,1375000,House,1340,3,Islington,London,N1,5BJ,central,1026.1194029850747
987,Amhurst Road,575000,Flat / Apartment,707,2,Hackney,London,E8,2AG,Middle,813.2956152758132
988,Highfields Grove,2950000,House,2740,4,Highgate,London,N6,6HN,Middle,1076.6423357664235
990,Napier Avenue,3250000,House,3156,5,Fulham,London,SW6,3PT,Outer,1029.7845373891
994,Hill House Road,900000,House,1989,3,NA,London,SW16,2AQ,Outer,452.4886877828054
995,Wards Wharf Approach,300000,Flat / Apartment,517,1,Newham,London,E16,2ER,Outer,580.2707930367504
996,Junction House,510000,New development,577,1,Battersea,London,SW11,2NU,Middle,883.8821490467938
997,Foskett Road,350000,Flat / Apartment,302,1,Fulham,London,SW6,3LY,Outer,1158.9403973509934
998,Sinclair Gardens,875000,Flat / Apartment,981,2,Brook Green,London,W14,0AU,Outer,891.946992864424
999,Kingston Vale,1095000,House,2642,3,Kingston,London,SW15,3RN,Further Outer,414.45874337623013
1000,Eversley Park,3350000,House,3256,5,Wimbledon,London,SW19,4UU,Further Outer,1028.8697788697789
1001,Ridgmount Road,1350000,House,1723,4,NA,London,SW18,2DA,Outer,783.5171213000581
1002,Regents Park Road,950000,Flat / Apartment,817,2,NA,London,NW1,7TL,central,1162.7906976744187
1004,Manchuria Road,975000,Flat / Apartment,1013,2,NA,London,SW11,6AE,Middle,962.4876604146101
1005,Wellington Square,3950000,House,2530,6,Chelsea,London,SW3,4NW,Middle,1561.2648221343873
1006,The Gatehouse,475000,Flat / Apartment,650,2,1 Tiltman Place,London,N7,7EE,Middle,730.7692307692307
1008,The Stack,599950,New development,930,3,Homerton,London,E9,6HP,Middle,645.1075268817204
1009,Marcon Place,585000,Flat / Apartment,881,2,Hackney,London,E8,1LP,Middle,664.0181611804767
1010,Lyndale Avenue,1750000,House,2223,4,Childs Hill,London,NW2,2QA,Outer,787.2244714349978
1012,St. Dunstans Avenue,950000,House,1258,4,Acton,London,W3,6QH,Further Outer,755.1669316375198
1013,South Bank Tower,910000,Flat / Apartment,683,1,South Bank,London,SE1,9EY,central,1332.3572474377745
1014,Criffel Avenue,1849950,House,2372,5,Streatham,London,SW2,4AY,Outer,779.9114671163575
1015,Ranelagh Mansions,700000,Flat / Apartment,758,2,New Kings Road,London,SW6,4RH,Outer,923.4828496042217
1016,Bradmore Park Road,1275000,House,1419,3,NA,London,W6,0DT,Outer,898.5200845665962
1017,South Park Road,425000,Flat / Apartment,549,1,Wimbledon,London,SW19,8TA,Further Outer,774.1347905282331
1019,Grove End Road,3000000,House,2432,4,St John's Wood,London,NW8,9LY,Middle,1233.5526315789473
1021,Deodar Road,775000,Flat / Apartment,990,2,Putney,London,SW15,2NJ,Further Outer,782.8282828282828
1022,Rectory Grove,4950000,House,4482,7,Clapham,London,SW4,0DZ,Middle,1104.4176706827309
1023,Muncaster Road,1850000,House,2088,4,NA,London,SW11,6NT,Middle,886.0153256704981
1024,Bishops Gate,649000,New development,560,1,82-88 Fulham High Street,London,SW6,3LF,Outer,1158.9285714285713
1025,Stonefield Street,499950,Flat / Apartment,386,1,Islington,London,N1,0HW,central,1295.2072538860104
1026,Amwell Court Estate,399950,Flat / Apartment,806,3,Finsbury Park,London,N4,2NY,Middle,496.21588089330027
1027,Packington Street,500000,Flat / Apartment,527,1,NA,London,N1,7EA,central,948.7666034155598
1028,Dalston Lane,1085000,House,1705,3,Hackney,London,E8,1NG,Middle,636.3636363636364
1029,Bishops Road,1595000,House,1679,4,Fulham,London,SW6,7AS,Outer,949.9702203692674
1031,Gosberton Road,1500000,House,2084,5,NA,London,SW12,8LE,Outer,719.7696737044146
1032,Hoadly Road,2800000,House,4050,6,NA,London,SW16,1AF,Outer,691.358024691358
1033,Landmark Place At Tower Bridge,1799995,New development,1236,2,Water Lane,London,EC3,6EA,Further Outer,1456.3066343042071
1034,Emlyn Road,2700000,House,2685,5,Stamford Brook,London,W12,9TD,Outer,1005.586592178771
1035,Berrymede Road,1150000,House,1301,4,Chiswick,London,W4,5JD,Further Outer,883.935434281322
1036,Lonsdale Road,2475000,House,2406,5,Barnes,London,SW13,9DA,Further Outer,1028.6783042394015
1037,Tyneham Road,799950,House,766,2,Battersea,London,SW11,5XR,Middle,1044.3211488250652
1038,Eaton Square,2950000,Flat / Apartment,1181,2,Belgravia,London,S1W,9DF,Further Outer,2497.883149872989
1041,Fontarabia Road,595000,Flat / Apartment,683,1,NA,London,SW11,5PE,Middle,871.1566617862372
1042,Burland Road,1495000,House,1892,5,NA,London,SW11,6SA,Middle,790.169133192389
1043,Southwold Mansions,625000,Flat / Apartment,693,2,Maida Vale,London,W9,2LF,Middle,901.8759018759018
1045,Albion Road,599995,Flat / Apartment,710,2,NA,London,N16,9PH,Middle,845.0633802816901
1046,Elrington Road,1650000,House,2048,4,Hackney,London,E8,3BJ,Middle,805.6640625
1047,Waldeck Road,525000,New development,666,1,Ealing,London,W13,8LY,Further Outer,788.2882882882883
1048,Clapham Common South Side,800000,Flat / Apartment,992,2,NA,London,SW4,9DX,Middle,806.4516129032259
1049,Selkirk Road,995000,House,1716,5,NA,London,SW17,0EP,Outer,579.8368298368298
1051,Snarsgate Street,775000,House,634,2,NA,London,W10,6QP,Outer,1222.397476340694
1052,Aspley Road,1595000,House,2287,5,NA,London,SW18,2DB,Outer,697.4202011368606
1053,Pinnacle House,1500000,Flat / Apartment,1438,3,Juniper Drive,London,SW18,1JE,Outer,1043.1154381084841
1054,Eaton Square,3750000,Flat / Apartment,1550,2,Belgravia,London,S1W,9BG,Further Outer,2419.3548387096776
1056,Eastfields Avenue,895000,Flat / Apartment,1039,2,Putney,London,SW18,1FU,Outer,861.4051973051011
1057,Sandmere Road,799999,Flat / Apartment,1076,3,NA,London,SW4,7QH,Middle,743.4934944237918
1058,Barnard Mews,650000,Duplex,890,2,Battersea,London,SW11,1QU,Middle,730.3370786516854
1059,Fitzwilliam Road,1395000,House,1918,3,NA,London,SW4,0DN,Middle,727.3201251303441
1060,Alderside Apartments,550000,New development,547,1,35 Salusbury Road,London,NW6,6BF,Middle,1005.4844606946983
1062,Buckingham Road,1550000,House,1378,3,De Beauvoir,London,N1,4HY,central,1124.8185776487662
1063,Kings College Court,4950000,New development,3330,3,55 Primrose Hill Road,London,NW3,3EA,Middle,1486.4864864864865
1064,Kings College Court,2850000,Flat / Apartment,1752,2,55 Primrose Hill Road,London,NW3,3EA,Middle,1626.7123287671234
1065,Greensward House,2250000,Flat / Apartment,2557,3,Fulham,London,SW6,2TG,Outer,879.9374266718811
1066,Ternary Place,595000,New development,807,2,North Ealing,London,W5,3HJ,Further Outer,737.2986369268897
1068,Oaklands Road,1225000,House,1758,4,NA,London,SW14,8NJ,Further Outer,696.8145620022754
1069,Limehouse Wharf,1350000,Flat / Apartment,2264,2,Canary Wharf,London,E14,8BP,Middle,596.2897526501766
1070,Lime Quarter,545000,New development,773,2,Bow,London,E3,3PJ,Middle,705.0452781371281
1071,Leythe Road,1195000,House,1668,4,Acton,London,W3,8AW,Further Outer,716.4268585131895
1072,Carlton House,822500,New development,869,2,Putney,London,SW15,2BS,Further Outer,946.4902186421174
1073,Parliament View Apartments,1345000,Flat / Apartment,1030,3,1 Albert Embankment,London,SE1,7XL,central,1305.8252427184466
1074,The Tower,1400000,Flat / Apartment,1145,2,Vauxhall,London,SW8,2BW,Middle,1222.707423580786
1075,Peninsula Heights,1750000,Flat / Apartment,1232,2,93 Albert Embankment,London,SE1,7TY,central,1420.4545454545455
1077,Chester Close North,2350000,House,1844,4,Regent's Park,London,NW1,4JE,central,1274.403470715835
1078,Elm Tree Court,1075000,Flat / Apartment,1142,3,Elm Tree Road,London,NW8,9JT,Middle,941.3309982486866
1079,Gayville Road,1350000,House,1637,4,NA,London,SW11,6JW,Middle,824.679291386683
1080,Green Street,2250000,Flat / Apartment,1348,2,Mayfair,London,W1,6RG,central,1669.139465875371
1081,Northstand Apartments,699950,Flat / Apartment,787,2,Highbury Stadium Square,London,N5,1FN,Middle,889.3900889453621
1082,Highbury Hill,1425000,House,1761,3,Highbury,London,N5,1AU,Middle,809.1993185689948
1083,Reliance Wharf,435000,Flat / Apartment,527,1,Islington,London,N1,5ET,central,825.426944971537
1084,Pattison Road,2950000,House,3300,5,NA,London,NW2,2HJ,Outer,893.939393939394
1085,Ternary Place,645000,New development,904,2,Ealing,London,W5,3HJ,Further Outer,713.4955752212389
1088,Nightingale Square,2500000,House,2413,5,NA,London,SW12,8QJ,Outer,1036.0547036883547
1089,Gaskarth Road,1200000,House,1585,4,NA,London,SW12,9NN,Outer,757.0977917981072
1090,Cambridge Road,1750000,House,1891,5,Barnes,London,SW13,0PG,Further Outer,925.4362771020624
1091,Mirabel Road,725000,Flat / Apartment,924,3,Fulham,London,SW6,7EH,Outer,784.6320346320347
1092,Tyneham Road,850000,House,780,2,Battersea,London,SW11,5XR,Middle,1089.7435897435898
1093,Princes Road,2249000,House,2600,5,Wimbledon,London,SW19,8RB,Further Outer,865
1094,Old York Road,475000,Flat / Apartment,598,1,NA,London,SW18,1TQ,Outer,794.314381270903
1095,Tritton House,525000,New development,558,1,3 Ryeland Boulevard,London,SW18,1UF,Outer,940.8602150537635
1096,Gore Road,370000,Flat / Apartment,400,1,South Hackney,London,E9,7HW,Middle,925
1097,Calvin Street,2500000,Flat / Apartment,2132,2,Spitalfields,London,E1,6NW,central,1172.607879924953
1099,Bennerley Road,1595000,House,2046,4,NA,London,SW11,6DR,Middle,779.5698924731183
1100,Delaware Mansions,715000,Flat / Apartment,764,2,Maida Vale,London,W9,2LL,Middle,935.8638743455498
1101,Carlton Mansions,985000,Flat / Apartment,978,2,Maida Vale,London,W9,1NR,Middle,1007.157464212679
1102,Great Portland Street,4850000,Penthouse,1518,3,Fitzrovia,London,1W,7LS,Further Outer,3194.9934123847165
1106,Buckingham Road,699950,House,1255,1,Islington,London,N1,4JA,central,557.7290836653386
1107,Bromyard House,350000,Flat / Apartment,420,1,Acton,London,W3,7FG,Further Outer,833.3333333333334
1110,York Avenue,3250000,House,3467,6,East Sheen,London,SW14,7LQ,Further Outer,937.4098644361119
1111,Badminton Road,899950,Flat / Apartment,939,2,NA,London,SW12,8BN,Outer,958.4132055378062
1112,Landmark Place At Tower Bridge,2166000,New development,1236,2,Water Lane,London,EC3,6EA,Further Outer,1752.4271844660195
1113,Junction House,480000,New development,577,1,Battersea,London,SW11,2NU,Middle,831.8890814558059
1114,Elsham Road,825000,Flat / Apartment,869,2,Brook Green,London,W14,8HB,Outer,949.367088607595
1115,"Park Terrace, Warriner Gardens",2950000,New development,2768,4,Battersea,London,SW11,4XW,Middle,1065.7514450867052
1116,Southlands Drive,585000,Flat / Apartment,784,2,Wimbledon,London,SW19,5QF,Further Outer,746.1734693877551
1117,Smith Terrace,2975000,House,2041,3,Chelsea,London,SW3,4DL,Middle,1457.6188143067125
1119,Thornton Place,899000,New development,982,2,Clapham Common North Side,London,SW4,0AB,Middle,915.4786150712831
1124,Holland Street,3500000,House,2401,4,NA,London,W8,4NA,Middle,1457.725947521866
1125,John Spencer Square,599995,Flat / Apartment,528,1,NA,London,N1,2LZ,central,1136.3541666666667
1126,Kingsland Road,550000,Flat / Apartment,736,2,Hackney,London,E8,4EG,Middle,747.2826086956521
1127,Calbourne Road,1325000,House,1595,4,NA,London,SW12,8LW,Outer,830.7210031347962
1128,Balham Park Road,2400000,House,2850,6,NA,London,SW12,8DZ,Outer,842.1052631578947
1129,Streathbourne Road,2500000,House,3525,6,NA,London,SW17,8QY,Outer,709.2198581560284
1130,Phoenix Wharf,1150000,Flat / Apartment,1302,2,Limehouse,London,E14,8DQ,Middle,883.2565284178187
1131,Lock Side Way,550000,New development,1023,2,Royal Albert Wharf,London,E16,2QJ,Outer,537.6344086021505
1132,City Walk Apartments,690000,Flat / Apartment,753,2,Clerkenwell,London,EC1,3RF,Further Outer,916.3346613545817
1133,Worship Street,1175000,Flat / Apartment,949,2,Clerkenwell,London,EC2,2AH,Further Outer,1238.145416227608
1134,Thornton Avenue,2000000,House,2222,5,Chiswick,London,W4,1QG,Further Outer,900.0900090009001
1136,Yvon House,699950,Flat / Apartment,848,2,Battersea,London,SW11,4GA,Middle,825.4127358490566
1137,Holden Street,900000,House,1223,3,Battersea,London,SW11,5UP,Middle,735.8953393295176
1138,Matthews Street,875000,House,1061,3,Battersea,London,SW11,5AB,Middle,824.693685202639
1139,King Edwards Road,1695000,House,1938,4,South Hackney,London,E9,7SF,Middle,874.6130030959753
1140,Lords View,845000,Flat / Apartment,960,2,St. John's Wood,London,NW8,7HL,Middle,880.2083333333334
1141,Sovereign Mews,850000,House,1213,4,Hackney,London,E2,8ER,central,700.7419620774938
1143,Eaton Square,3250000,Flat / Apartment,1509,1,Belgravia,London,S1W,9DF,Further Outer,2153.744201457919
1144,Egbert Street,1750000,Flat / Apartment,1239,3,Primrose Hill,London,NW1,8LJ,central,1412.4293785310736
1146,Birchside Apartments,550000,New development,562,1,Queens Park,London,NW6,5FS,Middle,978.6476868327402
1147,Wimpole Mews,1050000,Flat / Apartment,1309,3,Marylebone,London,W1,8PD,central,802.1390374331551
1148,Portman Mansions,1095000,Flat / Apartment,945,1,Marylebone,London,W1,6NT,central,1158.7301587301588
